Dataset,Line,Example,Template,ClusterId,Tokens,nltk,stanza,spacy,hanta,treetagger,TagComparison,Majority
Mac,9862,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,179,"['-', '(', 'ISGenerateImageOp', 'generateImageWithCompletion', '.', ')', 'Failed', 'to', 'composit', 'image', 'for', 'descriptor', '<', 'ISBindingImageDescriptor', '.', '0x7f9950712080', '>', '.']","['PUNCT', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT']","['PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","['PUNCT', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'X', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']","['ADP', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT']","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SYM', 'PROPN', 'PUNCT', 'NOUN', 'SYM', 'PUNCT']","TagComparison(majority=['PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}, {}, {'hanta': 'ADP'}, {'hanta': 'ADJ'}, {}, {}, {}, {}, {}, {}, {}, {}, {}])","['PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']"
OpenStack,44,[instance: 3edec1e4-9678-4a3a-a21b-a145a4ee5e61] Took 20.58 seconds to spawn the instance on the hypervisor.,[instance: <*> Took <*> seconds to spawn the instance on the hypervisor.,1,"['(', 'instance', '.', '3edec1e4-9678-4a3a-a21b-a145a4ee5e61', ')', 'Took', '20.58', 'seconds', 'to', 'spawn', 'the', 'instance', 'on', 'the', 'hypervisor', '.']","['PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PUNCT', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","TagComparison(majority=['PUNCT', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}])","['PUNCT', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
Thunderbird,27806289,THH kernel module initialized successfully,THH kernel module initialized successfully,231,"['THH', 'kernel', 'module', 'initialized', 'successfully']","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV']","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV']","['ADJ', 'NOUN', 'NOUN', 'VERB', 'ADV']","['INTJ', 'NOUN', 'NOUN', 'VERB', 'ADV']","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV']","TagComparison(majority=['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV'], confidence=[0.6, 1.0, 1.0, 1.0, 1.0], minority=[{'spacy': 'ADJ', 'hanta': 'INTJ'}, {}, {}, {}, {}])","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV']"
BGL,1108765,1 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected,<*> torus receiver x- input pipe error(s) (dcr <*> detected and corrected,70,"['1', 'torus', 'receiver', 'x-', 'input', 'pipe', 'error', '(', 's', ')', '(', 'dcr', '0x02ed', ')', 'detected', 'and', 'corrected']","['NUM', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'SYM', 'NUM', 'PUNCT', 'VERB', 'CCONJ', 'VERB']","['NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'VERB']","['NUM', 'NOUN', 'NOUN', 'X', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'PUNCT', 'NOUN', 'X', 'PUNCT', 'VERB', 'CCONJ', 'VERB']","['NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'VERB']","['NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'CCONJ', 'VERB']","TagComparison(majority=['NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'VERB', 'CCONJ', 'VERB'], confidence=[1.0, 0.8, 0.8, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {'nltk': 'ADJ'}, {'nltk': 'ADV'}, {'nltk': 'ADJ', 'hanta': 'NUM'}, {}, {}, {}, {}, {}, {}, {}, {'nltk': 'SYM'}, {}, {}, {}, {}, {}])","['NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'VERB', 'CCONJ', 'VERB']"
Thunderbird,43486407,BIOS-e820: 00000000bffc0000 - 00000000bffcfc00 (ACPI data),<*> - <*> (ACPI data),420,"['BIOS-e820', '.', '00000000bffc0000', '-', '00000000bffcfc00', '(', 'ACPI', 'data', ')']","['PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']","['INTJ', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']","['NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']","TagComparison(majority=['PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT'], confidence=[0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{'spacy': 'INTJ', 'hanta': 'NUM'}, {}, {}, {}, {}, {}, {}, {}, {}])","['PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']"
Thunderbird,7720078,ip_tables: (C) 2000-2002 Netfilter core team,ip_tables: (C) <*> Netfilter core team,109,"['ip_tables', '.', '(', 'C', ')', '2000-2002', 'Netfilter', 'core', 'team']","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ', 'PROPN', 'NOUN', 'NOUN']","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN']","['NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'NOUN']","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN']","['NOUN', 'PUNCT', 'PUNCT', 'X', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN']","TagComparison(majority=['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {'nltk': 'ADJ', 'spacy': 'NOUN'}, {}, {}, {}])","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN']"
BGL,383488,data storage interrupt,data storage interrupt,23,"['data', 'storage', 'interrupt']","['NOUN', 'NOUN', 'NOUN']","['NOUN', 'NOUN', 'VERB']","['NOUN', 'NOUN', 'VERB']","['NOUN', 'NOUN', 'VERB']","['NOUN', 'NOUN', 'VERB']","TagComparison(majority=['NOUN', 'NOUN', 'VERB'], confidence=[1.0, 1.0, 0.8], minority=[{}, {}, {'nltk': 'NOUN'}])","['NOUN', 'NOUN', 'VERB']"
OpenSSH,569,Failed password for root from 187.141.143.180 port 47004 ssh2,Failed password for root from <*> port <*>,5,"['Failed', 'password', 'for', 'root', 'from', '187.141.143.180', 'port', '47004', 'ssh2']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'NOUN']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'NOUN']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'PROPN']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NUM', 'NUM']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'NOUN']","TagComparison(majority=['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'NOUN'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.6], minority=[{}, {}, {}, {}, {}, {'hanta': 'NOUN'}, {}, {}, {'spacy': 'PROPN', 'hanta': 'NUM'}])","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NUM', 'NOUN']"
HPC,68897,ServerFileSystem: ServerFileSystem domain storage232 is full,ServerFileSystem: ServerFileSystem domain <*> is full,27,"['ServerFileSystem', '.', 'ServerFileSystem', 'domain', 'storage232', 'is', 'full']","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADJ']","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'AUX', 'ADJ']","['ADV', 'PUNCT', 'PROPN', 'NOUN', 'PROPN', 'AUX', 'ADJ']","['INTJ', 'PUNCT', 'X', 'NOUN', 'NUM', 'AUX', 'ADJ']","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADJ']","TagComparison(majority=['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'AUX', 'ADJ'], confidence=[0.6, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0], minority=[{'spacy': 'ADV', 'hanta': 'INTJ'}, {}, {}, {}, {'spacy': 'PROPN', 'hanta': 'NUM'}, {}, {}])","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'AUX', 'ADJ']"
Android,1369467,#04 pc 000170d8  /system/lib/libc.so (abort+4),<*> pc <*> /system/lib/libc.so <*>,2034,"['#', '04', 'pc', '000170d8', '/system/lib/libc.so', '(', 'abort+4', ')']","['SYM', 'NUM', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['SYM', 'NUM', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['SYM', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT']","['NUM', 'NUM', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'PUNCT']","['SYM', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","TagComparison(majority=['PUNCT', 'NUM', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT'], confidence=[1.0, 1.0, 0.8, 1.0, 0.8, 1.0, 0.8, 1.0], minority=[{}, {}, {'hanta': 'NUM'}, {}, {'spacy': 'PUNCT'}, {}, {'hanta': 'NUM'}, {}])","['PUNCT', 'NUM', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']"
Thunderbird,7153041,net.core.rmem_default = 262144,net.core.rmem_default = <*>,92,"['net.core.rmem_default', '=', '262144']","['NOUN', 'VERB', 'NUM']","['PROPN', 'SYM', 'NUM']","['ADV', 'SYM', 'NUM']","['NOUN', 'NOUN', 'NUM']","['NOUN', 'SYM', 'NUM']","TagComparison(majority=['NOUN', 'SYM', 'NUM'], confidence=[0.6, 0.6, 1.0], minority=[{'stanza': 'PROPN', 'spacy': 'ADV'}, {'nltk': 'VERB', 'hanta': 'NOUN'}, {}])","['NOUN', 'SYM', 'NUM']"
