Dataset,Line,Example,Template,ClusterId
Hadoop,360638,Copied to done location: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging,Copied to done location: <*>,176
Hadoop,361554,Putting shuffle token in serviceData,Putting shuffle token in serviceData,177
Hadoop,362293,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,178
Hadoop,364180,Number of reduces for job job_1445094324383_0004 = 1,Number of reduces for job <*> = <*>,179
Hadoop,368972,job_1445094324383_0003Job Transitioned from INITED to SETUP,<*> Transitioned from INITED to SETUP,180
Hadoop,371028,Processing the event EventType: JOB_COMMIT,Processing the event EventType: JOB_COMMIT,181
Hadoop,371232,Using mapred newApiCommitter.,Using mapred newApiCommitter.,182
Hadoop,373317,Assigned to reduce,Assigned to reduce,183
Hadoop,375735,Diagnostics report from attempt_1445094324383_0005_r_000000_0: Container released on a *lost* node,Diagnostics report from <*> Container released on a *lost* node,184
Hadoop,378078,TaskAttempt killed because it ran on unusable node 04DN8IQ.fareast.corp.microsoft.com:55452. AttemptId:attempt_1445094324383_0005_m_000006_0,TaskAttempt killed because it ran on unusable node <*>,185
Hadoop,378160,Stopping JobHistoryEventHandler. Size of the outstanding queue size is 0,Stopping JobHistoryEventHandler. Size of the outstanding queue size is <*>,186
Hadoop,382672,We are finishing cleanly so this is the last retry,We are finishing cleanly so this is the last retry,187
Hadoop,384824,Diagnostics report from attempt_1445182159119_0014_r_000000_0: Error: org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in fetcher#1,Diagnostics report from <*> Error: org.apache.hadoop.mapreduce.task.reduce.Shuffle$ShuffleError: error in shuffle in <*>,188
Hadoop,385576,Runnning cleanup for the task,Runnning cleanup for the task,189
Hadoop,387184,Diagnostics report from attempt_1445182159119_0015_m_000005_0: Error: java.io.IOException: Spill failed,Diagnostics report from <*> Error: java.io.IOException: Spill failed,190
Hadoop,392114,Created MRAppMaster for application appattempt_1445076437777_0001_000001,Created MRAppMaster for application <*>,191
Hadoop,527,Adding job token for job_1445087491445_0005 to jobTokenSecretManager,Adding job token for <*> to jobTokenSecretManager,192
Hadoop,14668,Ramping up 1,Ramping up <*>,193
Hadoop,25037,Upper limit on the thread pool size is 500,Upper limit on the thread pool size is <*>,194
Hadoop,26964,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,DFSOutputStream ResponseProcessor exception for block <*>,195
Hadoop,43992,JobHistoryEventHandler notified that forceJobCompletion is true,JobHistoryEventHandler notified that forceJobCompletion is true,196
Hadoop,107833,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445062781478_0019/job.jar,The job-jar file on the remote FS is <*>,197
Hadoop,209822,Input size for job job_1445175094696_0003 = 1313861632. Number of splits = 10,Input size for job <*> = <*> Number of splits = <*>,198
Hadoop,214234,Instantiated MRClientService at MSRA-SA-39.fareast.corp.microsoft.com/172.22.149.145:47374,Instantiated MRClientService at <*>,199
Hadoop,229122,attempt_1445182159119_0004_r_000000_0 TaskAttempt Transitioned from COMMIT_PENDING to SUCCESS_CONTAINER_CLEANUP,<*> TaskAttempt Transitioned from COMMIT_PENDING to SUCCESS_CONTAINER_CLEANUP,200
Hadoop,231765,job_1445182159119_0019Job Transitioned from NEW to INITED,<*> Transitioned from NEW to INITED,201
Hadoop,259612,Abandoning BP-1347369012-10.190.173.170-1444972147527:blk_1073742660_1855,Abandoning <*>,202
Hadoop,268263,"Communication exception: java.io.IOException: Failed on local exception: java.io.IOException: An existing connection was forcibly closed by the remote host; Host Details : local host is: ""04DN8IQ/10.86.164.15""; destination host is: ""minint-fnanli5.fareast.corp.microsoft.com"":62304;",Communication exception: java.io.IOException: Failed on local exception: java.io.IOException: An existing connection was forcibly closed by the remote host; Host Details : local host is: <*> destination host is: <*>,203
Hadoop,288011,cleanup failed for container container_1445144423722_0023_01_000002 : java.lang.IllegalArgumentException: java.net.UnknownHostException: 04DN8IQ.fareast.corp.microsoft.com,cleanup failed for container <*> : java.lang.IllegalArgumentException: java.net.UnknownHostException: <*>,204
Hadoop,328714,IPC Server Responder: starting,IPC Server Responder: starting,205
Hadoop,342098,Excluding datanode 10.86.164.9:50010,Excluding datanode <*>,206
Hadoop,353643,Size of containertokens_dob is 1,Size of containertokens_dob is <*>,207
Hadoop,356972,maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>,208
Hadoop,5646,adding path spec: /mapreduce/*,adding path spec: /mapreduce/*,209
Hadoop,43981,Error communicating with RM: Could not contact RM after 360000 milliseconds.,Error communicating with RM: Could not contact RM after <*> milliseconds.,210
Hadoop,44276,attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from RUNNING to KILLED,<*> TaskAttempt Transitioned from RUNNING to KILLED,211
Hadoop,84018,"Failed to connect to /172.22.149.145:50010 for block, add to deadNodes and continue. java.net.NoRouteToHostException: No route to host: no further information","Failed to connect to <*> for block, add to deadNodes and continue. java.net.NoRouteToHostException: No route to host: no further information",212
Hadoop,90060,"maxContainerCapability: <memory:8192, vCores:32>",maxContainerCapability: <*>,213
Hadoop,222393,queue: default,queue: default,214
Hadoop,246525,"Unable to parse prior job history, aborting recovery","Unable to parse prior job history, aborting recovery",215
Hadoop,344252,"MergerManager: memoryLimit=140928608, maxSingleShuffleLimit=35232152, mergeThreshold=93012888, ioSortFactor=10, memToMemMergeOutputsThreshold=10",MergerManager: <*>,216
Hadoop,227217,"Cannot assign container Container: [ContainerId: container_1445182159119_0004_01_000012, NodeId: 04DN8IQ.fareast.corp.microsoft.com:64260, NodeHttpAddress: 04DN8IQ.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 10.86.164.138:64260 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true","Cannot assign container Container: [ContainerId: <*> NodeId: <*> NodeHttpAddress: <*> Resource: <*> Priority: <*> Token: Token { kind: ContainerToken, service: <*> }, ] for a map as either container memory less than required <*> or no pending map tasks - maps.isEmpty=true",217
Hadoop,386937,Task: attempt_1445182159119_0015_m_000005_0 - exited : java.io.IOException: There is not enough space on the disk,Task: <*> - exited : java.io.IOException: There is not enough space on the disk,218
Spark,3098,Running task 26258.0 in stage 0.0 (TID 24902),Running task <*> in stage <*> (TID <*>,0
Spark,5694,Input split: Paths:/yxsu/dataset/ImageNet/ILSVRC2012_img_test/ILSVRC2012_test_00086963.JPEG:0+155344,Input split: <*>,1
Spark,6564,Got assigned task 38554,Got assigned task <*>,2
Spark,9639,Finished task 3270.0 in stage 0.0 (TID 2653). 1835 bytes result sent to driver,Finished task <*> in stage <*> (TID <*> bytes result sent to driver,3
Spark,13621,Found block rdd_2_7 locally,Found block <*> locally,4
Spark,42988,"Block broadcast_290 stored as values in memory (estimated size 77.8 KB, free 2.9 MB)","Block <*> stored as values in memory (estimated size <*> KB, free <*> MB)",5
Spark,52490,"Times: total = 41, boot = 3, init = 38, finish = 0",Times: total = <*> boot = <*> init = <*> finish = <*>,6
Spark,53046,Saved output of task 'attempt_201706081707_0351_m_000026_14062' to hdfs://10.10.34.11:9000/pjhe/test/11/_temporary/0/task_201706081707_0351_m_000026,Saved output of task <*> to <*>,7
Spark,118544,attempt_201706081703_0066_m_000018_2667: Committed,<*> Committed,8
Spark,118973,File Output Committer Algorithm version is 1,File Output Committer Algorithm version is <*>,9
Spark,149318,"Block rdd_491_23 stored as bytes in memory (estimated size 164.0 B, free 2.7 MB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> MB)",10
Spark,197935,"Partition rdd_1097_28 not found, computing it","Partition <*> not found, computing it",11
Spark,241284,Started reading broadcast variable 132,Started reading broadcast variable <*>,12
Spark,262499,"Block rdd_271_37 stored as bytes in memory (estimated size 16.0 B, free 904.5 KB)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",13
Spark,326256,Removing RDD 3916,Removing RDD <*>,14
Spark,385239,Reading broadcast variable 2459 took 3 ms,Reading broadcast variable <*> took <*> ms,15
Spark,524985,"Block broadcast_7234_piece0 stored as bytes in memory (estimated size 29.2 KB, free 10.8 MB)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> MB)",16
Spark,544998,"Block broadcast_7914_piece0 stored as bytes in memory (estimated size 5.9 KB, free 1480.2 KB)","Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)",17
Spark,1034119,"Block broadcast_7587 stored as values in memory (estimated size 10.7 KB, free 1144.4 KB)","Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)",18
Spark,4852218,Driver 10.10.34.11:39563 disassociated! Shutting down.,Driver <*> disassociated! Shutting down.,19
Spark,5091113,Launching container container_1485248649253_0107_01_000005 for on host mesos-slave-16,Launching container <*> for on host <*>,20
Spark,5506837,"Changing modify acls to: yarn,curi","Changing modify acls to: yarn,curi",21
Spark,5703704,Driver commanded a shutdown,Driver commanded a shutdown,22
Spark,7025706,"Block broadcast_6_piece89 stored as bytes in memory (estimated size 4.0 MB, free 2.1 GB)","Block <*> stored as bytes in memory (estimated size <*> MB, free <*> GB)",23
Spark,7034632,"Block broadcast_4_piece42 stored as bytes in memory (estimated size 4.0 MB, free 188.0 MB)","Block <*> stored as bytes in memory (estimated size <*> MB, free <*> MB)",24
Spark,7048205,"Added broadcast_6_piece217 in memory on mesos-slave-23:40126 (size: 4.0 MB, free: 12.1 GB)","Added <*> in memory on <*> (size: <*> MB, free: <*> GB)",25
Spark,7048998,"Launching ExecutorRunnable. driverUrl: spark://CoarseGrainedScheduler@10.10.34.31:34695,  executorHostname: mesos-slave-25",Launching ExecutorRunnable. driverUrl: <*> executorHostname: <*>,26
Spark,7109853,Received new token for : mesos-master-1:35426,Received new token for : <*>,27
Spark,7199788,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)","SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)",28
Spark,7233983,"Starting task 28.0 in stage 1.0 (TID 30, mesos-slave-18, partition 28,PROCESS_LOCAL, 1209586 bytes)",Starting task <*> in stage <*> (TID <*> partition <*> bytes),29
Spark,7236172,Started SparkUI at http://10.10.34.15:34076,Started SparkUI at <*>,30
Spark,7260663,"Removed broadcast_6_piece327 on mesos-slave-20:38952 in memory (size: 4.0 MB, free: 10.7 GB)","Removed <*> on <*> in memory (size: <*> MB, free: <*> GB)",31
Spark,7287622,Starting Executor Container,Starting Executor Container,32
Spark,7369062,"Failed to fetch remote block broadcast_5_piece73 from BlockManagerId(10, mesos-slave-19, 33416) (failed attempt 1)",Failed to fetch remote block <*> from <*> (failed attempt <*>,33
Spark,7410470,Executor killed task 33.3 in stage 2.0 (TID 186),Executor killed task <*> in stage <*> (TID <*>,34
Spark,7539702,Server created on 45814,Server created on <*>,35
Spark,7565527,Adding task set 6.1 with 18 tasks,Adding task set <*> with <*> tasks,36
Spark,7569299,Finished task 27.0 in stage 11.1 (TID 1082) in 83236 ms on mesos-slave-17 (15/80),Finished task <*> in stage <*> (TID <*> in <*> ms on <*>,37
Spark,7588639,"Found inactive connection to mesos-master-2/10.10.34.12:39913, creating a new one.",Found inactive connection to <*> creating a new one.,38
Spark,7593217,Retrying fetch (2/3) for 2 outstanding blocks after 5000 ms,Retrying fetch <*> for <*> outstanding blocks after <*> ms,39
Spark,7748099,yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>,40
Spark,7812698,Executor lost: 8 (epoch 5),Executor lost: <*> (epoch <*>,41
Spark,7906834,Getting 202 non-empty blocks out of 960 blocks,Getting <*> non-empty blocks out of <*> blocks,42
Spark,7925716,Started 4 remote fetches in 0 ms,Started <*> remote fetches in <*> ms,43
Spark,8077512,mesos-slave-26/10.10.34.36:36199,<*>,44
Spark,9335704,"Job 0 finished: collect at pnmf4.py:271, took 5.363091 s",Job <*> finished: collect at <*> took <*> s,45
Spark,9386521,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 2.7 GB)","Block <*> stored as values in memory (estimated size <*> B, free <*> GB)",46
Spark,9534390,"Added broadcast_4_piece0 in memory on mesos-slave-14:39634 (size: 5.4 KB, free: 17.7 GB)","Added <*> in memory on <*> (size: <*> KB, free: <*> GB)",47
Spark,9549884,Exception while beginning fetch of 1 outstanding blocks (after 1 retries),Exception while beginning fetch of <*> outstanding blocks (after <*> retries),48
Spark,11654049,Setting up ContainerLaunchContext,Setting up ContainerLaunchContext,49
Spark,13448787,Registered BlockManager,Registered BlockManager,50
Spark,13630153,"Changing view acls to: yarn,curi","Changing view acls to: yarn,curi",51
Spark,16099531,"Registered signal handlers for [TERM, HUP, INT]","Registered signal handlers for [TERM, HUP, INT]",52
Spark,16147385,Missing parents: List(),Missing parents: List(),53
Spark,16248106,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:60679,Connecting to driver: <*>,54
Spark,16402344,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 33296.,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port <*>,55
Spark,22212024,Successfully started service 'sparkExecutorActorSystem' on port 49855.,Successfully started service 'sparkExecutorActorSystem' on port <*>,56
Spark,22497784,"stopped o.s.j.s.ServletContextHandler{/api,null}","stopped o.s.j.s.ServletContextHandler{/api,null}",57
Spark,22526517,Registered executor NettyRpcEndpointRef(null) (mesos-slave-25:32863) with ID 1,Registered executor NettyRpcEndpointRef(null) <*> with ID <*>,58
Spark,22575276,"Don't have map outputs for shuffle 7, fetching them",Don't have map outputs for shuffle <*> fetching them,59
Spark,26891078,Shutdown hook called,Shutdown hook called,60
Spark,27202669,"Added broadcast_2_piece0 in memory on mesos-slave-05:45363 (size: 92.0 B, free: 10.0 GB)","Added <*> in memory on <*> (size: <*> B, free: <*> GB)",61
Spark,27242603,"Container request (host: Any, capability: <memory:28160, vCores:5>)","Container request (host: Any, capability: <*>",62
Spark,28245885,MemoryStore cleared,MemoryStore cleared,63
Spark,30540622,MemoryStore started with capacity 17.7 GB,MemoryStore started with capacity <*> GB,64
Spark,31605698,"Started progress reporter thread with (heartbeat : 3000, initial allocation : 200) intervals",Started progress reporter thread with (heartbeat : <*> initial allocation : <*> intervals,65
Spark,31641996,"mapred.job.id is deprecated. Instead, use mapreduce.job.id","mapred.job.id is deprecated. Instead, use mapreduce.job.id",66
Spark,5702088,Preparing Local resources,Preparing Local resources,67
Spark,16157563,Updating epoch to 1 and clearing cache,Updating epoch to <*> and clearing cache,68
Spark,22111843,"Block broadcast_5 stored as values in memory (estimated size 384.0 B, free 1402.7 MB)","Block <*> stored as values in memory (estimated size <*> B, free <*> MB)",69
Spark,22400240,BlockManager stopped,BlockManager stopped,70
Spark,26777024,"Removed broadcast_81_piece0 on mesos-slave-22:46410 in memory (size: 2.2 KB, free: 2.6 GB)","Removed <*> on <*> in memory (size: <*> KB, free: <*> GB)",71
Spark,27033892,Starting remoting,Starting remoting,72
Zookeeper,11,currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation,currentEpoch not found! Creating with a reasonable default of <*> This should only happen when you are upgrading your installation,0
